argentinos,0.26789919323968214
o,0.16265308160980704
millones,0.16265308160980704
recursos,0.13009788184266916
encontramos,0.12873110274097724
mal,0.10532544769716318
quiero,0.10524611162987514
pobreza,0.10524611162987514
seguridad,0.10524611162987514
congreso,0.10524611162987514
e,0.09362262017525616
consensos,0.09167370376460113
deudas,0.09167370376460113
enorme,0.08673192122844611
gobierno,0.08611045496989785
mundo,0.08611045496989785
problemas,0.08611045496989785
queremos,0.08611045496989785
pesos,0.08191979265334914
falta,0.08191979265334914
hemos,0.0765426266399092
construir,0.0765426266399092
democracia,0.0765426266399092
mejores,0.0765426266399092
desarrollo,0.0765426266399092
incompetencia,0.0733389630116809
gran,0.07227660102370509
deuda,0.07021696513144213
agenda,0.07021696513144213
justicia,0.07021696513144213
obras,0.06697479830992054
futuro,0.06697479830992054
conflicto,0.058514137609535104
presidente,0.058514137609535104
esfuerzo,0.058514137609535104
defensa,0.058514137609535104
abierto,0.058514137609535104
reservas,0.05782128081896407
chile,0.05782128081896407
respetar,0.05782128081896407
resolver,0.05782128081896407
principales,0.05782128081896407
uruguay,0.05782128081896407
servicio,0.05782128081896407
unir,0.05782128081896407
provincias,0.057406969979931895
social,0.057406969979931895
rutas,0.057406969979931895
meses,0.057406969979931895
historia,0.057406969979931895
ley,0.057406969979931895
derrotar,0.05500422225876067
necesarios,0.05500422225876067
restricciones,0.05500422225876067
proponer,0.05500422225876067
cerrar,0.05500422225876067
militancia,0.05500422225876067
debajo,0.05500422225876067
peores,0.05500422225876067
fiscal,0.04783914164994325
veces,0.04783914164994325
infraestructura,0.04783914164994325
proyecto,0.04783914164994325
crecimiento,0.04783914164994325
mejorar,0.04783914164994325
necesitamos,0.04783914164994325
vivir,0.04783914164994325
debemos,0.04783914164994325
espero,0.04783914164994325
forma,0.04783914164994325
crecer,0.04783914164994325
gente,0.04783914164994325
responsabilidad,0.04681131008762808
asignaciones,0.04681131008762808
central,0.04681131008762808
tengamos,0.04681131008762808
cantidad,0.04681131008762808
medidas,0.04681131008762808
pasos,0.04681131008762808
primer,0.04681131008762808
competitividad,0.04681131008762808
fortalecer,0.04681131008762808
cuidar,0.04681131008762808
medio,0.04681131008762808
miedo,0.04681131008762808
debe,0.04681131008762808
gobernadores,0.04681131008762808
final,0.043365960614223056
alrededor,0.043365960614223056
cepo,0.043365960614223056
violencia,0.043365960614223056
promedio,0.043365960614223056
funcionamiento,0.043365960614223056
importar,0.043365960614223056
ingreso,0.043365960614223056
transformaciones,0.043365960614223056
producto,0.043365960614223056
aproximadamente,0.043365960614223056
encontrado,0.043365960614223056
funcionan,0.043365960614223056
bajando,0.043365960614223056
puente,0.043365960614223056
trenes,0.043365960614223056
olvidar,0.043365960614223056
pasado,0.0382713133199546
capacidad,0.0382713133199546
calidad,0.0382713133199546
realidad,0.0382713133199546
transparencia,0.0382713133199546
principal,0.0382713133199546
claro,0.0382713133199546
durante,0.0382713133199546
federal,0.0382713133199546
equipo,0.0382713133199546
hicimos,0.0382713133199546
conflictos,0.0382713133199546
generar,0.0382713133199546
montos,0.03666948150584045
sensatas,0.03666948150584045
lleva,0.03666948150584045
primar,0.03666948150584045
nula,0.03666948150584045
demostrando,0.03666948150584045
cuida,0.03666948150584045
